"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.327713766E2,6.504129251E1,2.546094909E1,1.700569714E1,1.273341806E0,8.335075123E1,2.461775131E0,3.185708829E0
4.337713705E2,6.504129026E1,2.546097295E1,1.684375257E1,1.179123726E0,9.092551090E1,2.444789116E0,3.174840251E0
4.347713652E2,6.504128711E1,2.546100047E1,1.663052563E1,1.214997860E0,9.841626031E1,2.463799512E0,3.289653850E0
4.357713599E2,6.504128525E1,2.546103249E1,1.662484908E1,1.350506842E0,9.870779745E1,2.451315292E0,3.127602674E0
4.367713538E2,6.504128512E1,2.546106842E1,1.697184015E1,1.640028313E0,9.503121892E1,2.433617001E0,3.298052391E0
4.377713486E2,6.504128489E1,2.546110062E1,1.760623160E1,1.710274003E0,9.296573990E1,2.430846237E0,3.415857062E0
4.387713430E2,6.504128176E1,2.546113341E1,1.763877707E1,1.710363147E0,9.652167228E1,2.409303947E0,3.350892480E0
4.397713382E2,6.504128158E1,2.546116405E1,1.822310844E1,1.701651292E0,9.464861330E1,2.388838756E0,3.278727984E0
4.407713327E2,6.504127382E1,2.546119626E1,1.834179942E1,1.721858243E0,1.023753892E2,2.737393104E0,3.829284391E0
4.417713270E2,6.504126896E1,2.546123035E1,1.752557269E1,1.727240495E0,1.018766001E2,2.795399304E0,3.871324464E0
4.427713217E2,6.504126521E1,2.546126096E1,1.760857972E1,1.720490692E0,1.016911030E2,2.968140999E0,4.036198869E0
4.437713169E2,6.504126483E1,2.546128980E1,1.847242052E1,1.716972583E0,9.600005068E1,3.068445678E0,4.064459549E0
4.447713109E2,6.504126171E1,2.546132018E1,1.858597664E1,1.688953804E0,9.498541506E1,3.271738312E0,4.249057131E0
4.457713051E2,6.504125934E1,2.546135110E1,1.803244297E1,1.716255776E0,9.334666167E1,3.271345310E0,4.409300262E0
4.467713000E2,6.504126031E1,2.546138212E1,1.844132192E1,1.685079948E0,9.091647739E1,3.334178277E0,4.606810784E0
4.477712945E2,6.504125578E1,2.546141527E1,1.897735934E1,1.669012582E0,9.594988086E1,3.315067957E0,4.495878961E0
4.487712886E2,6.504126102E1,2.546144410E1,1.957173940E1,1.613991074E0,8.461912099E1,3.322924149E0,4.706448344E0
4.497712839E2,6.504126376E1,2.546146669E1,2.005177183E1,1.588598085E0,8.166963119E1,3.384827344E0,4.760783654E0
4.507712781E2,6.504126353E1,2.546149185E1,2.003244109E1,1.630631919E0,8.515689248E1,3.354401843E0,4.756091794E0
4.517712733E2,6.504125929E1,2.546151678E1,2.011872579E1,1.672307679E0,9.435255127E1,3.373060101E0,4.800609661E0
4.527712678E2,6.504125983E1,2.546152802E1,1.907026392E1,1.460578526E0,9.279758297E1,3.373099563E0,4.857597080E0
4.537712625E2,6.504125681E1,2.546154297E1,1.835872239E1,1.309611366E0,1.012719227E2,3.304444566E0,4.653536860E0
4.547712572E2,6.504125114E1,2.546157225E1,1.852500281E1,1.619537464E0,1.060210397E2,3.239222336E0,4.678829818E0
4.557712516E2,6.504124952E1,2.546160025E1,1.889065198E1,1.680365344E0,1.030970314E2,3.185601810E0,4.634072596E0
4.567712463E2,6.504125426E1,2.546162826E1,1.910929845E1,1.677160649E0,8.779883982E1,3.130095590E0,4.579014549E0
4.577712409E2,6.504125628E1,2.546165751E1,1.922510642E1,1.691231039E0,8.481627696E1,3.088203459E0,4.458102705E0
4.587712355E2,6.504126337E1,2.546168111E1,1.913890445E1,1.687437402E0,7.384930227E1,3.033793280E0,4.511049769E0
4.597712300E2,6.504126190E1,2.546170682E1,1.872336762E1,1.641587177E0,8.289900972E1,2.982103624E0,4.274506756E0
4.607712246E2,6.504126175E1,2.546173400E1,1.935817758E1,1.631816595E0,8.558604139E1,2.932998455E0,4.151535257E0
4.617712191E2,6.504125881E1,2.546176400E1,1.952037169E1,1.663021003E0,9.190474835E1,2.905016478E0,4.173239089E0
4.627712140E2,6.504125748E1,2.546179016E1,1.941364307E1,1.668032380E0,9.382138014E1,2.874475109E0,4.122585216E0
4.637712089E2,6.504125725E1,2.546181518E1,1.935426977E1,1.648810088E0,9.324533819E1,2.893964639E0,4.171311781E0
4.647712040E2,6.504125619E1,2.546183899E1,1.886668499E1,1.582769466E0,9.464514102E1,2.870958515E0,4.067607343E0
4.657711983E2,6.504125254E1,2.546186629E1,1.880713531E1,1.662755804E0,1.006768130E2,2.846571204E0,4.042557875E0
4.667711929E2,6.504125607E1,2.546189338E1,1.915149950E1,1.657853541E0,9.130428158E1,2.844923526E0,4.066907430E0
4.677711868E2,6.504125426E1,2.546192211E1,1.903397086E1,1.653814476E0,9.233369805E1,2.861761628E0,4.129732798E0
4.687711822E2,6.504125397E1,2.546195098E1,1.907684327E1,1.636185953E0,9.017466924E1,2.818673522E0,4.022077011E0
4.697711768E2,6.504125345E1,2.546197692E1,1.918527801E1,1.618482469E0,9.029813406E1,2.814802600E0,4.069741491E0
4.707711718E2,6.504125895E1,2.546199712E1,1.954667434E1,1.539359359E0,7.854564133E1,2.838056062E0,4.051235856E0
4.717711667E2,6.504126595E1,2.546200948E1,1.968057454E1,1.446202339E0,6.546182334E1,2.813621366E0,4.009374072E0
4.727711602E2,6.504127165E1,2.546201290E1,1.993423068E1,1.331382322E0,5.493695466E1,2.813092658E0,3.931632346E0
4.737711550E2,6.504127756E1,2.546201300E1,2.037776397E1,1.152140464E0,4.244971590E1,2.829456923E0,3.796588042E0
4.747711499E2,6.504127660E1,2.546200079E1,2.156175898E1,1.589360966E0,NaN,2.825498841E0,3.397611384E0
4.757711451E2,6.504126628E1,2.546198867E1,2.170686052E1,1.535832439E0,NaN,2.784223970E0,3.127638734E0
4.767711400E2,6.504125456E1,2.546199005E1,2.140589021E1,1.428929894E0,1.930036606E2,2.763500122E0,3.404949726E0
4.777711341E2,6.504126598E1,2.546202113E1,1.943364896E1,5.417306788E-1,7.513643340E1,2.725324929E0,3.362153221E0
4.787711289E2,6.504127069E1,2.546205053E1,1.930606225E1,9.773191675E-1,7.111072013E1,2.695206378E0,3.352508552E0
4.797711239E2,6.504126785E1,2.546207143E1,1.946740255E1,9.130194315E-1,8.680860128E1,2.668720329E0,3.354861426E0
4.807711186E2,6.504126408E1,2.546209496E1,1.975453550E1,1.035381068E0,9.777713675E1,2.656064207E0,3.361069330E0
4.817711128E2,6.504125815E1,2.546211869E1,1.946957420E1,1.129535630E0,1.061259649E2,2.658816759E0,3.364358146E0
4.827711076E2,6.504125635E1,2.546214983E1,1.945570793E1,1.293652123E0,1.011275892E2,2.633755458E0,3.313645960E0
4.837711020E2,6.504125522E1,2.546217780E1,1.959976753E1,1.307682005E0,9.813839103E1,2.629060836E0,3.301955394E0
4.847710967E2,6.504125425E1,2.546220751E1,1.942464846E1,1.378099823E0,9.553776279E1,2.633399285E0,3.362491714E0
4.857710922E2,6.504125374E1,2.546223623E1,1.934078356E1,1.365142000E0,9.317504605E1,2.625978008E0,3.363251976E0
4.867710862E2,6.504125186E1,2.546226655E1,1.902599729E1,1.371742828E0,9.456284921E1,2.594679103E0,3.507760686E0
4.877710811E2,6.504125083E1,2.546229382E1,1.901567560E1,1.304537932E0,9.421777760E1,2.601730807E0,3.520115261E0
4.887710757E2,6.504124990E1,2.546231675E1,1.899922194E1,1.172705874E0,9.525270846E1,2.579012310E0,3.297987875E0
4.897710708E2,6.504124989E1,2.546233159E1,1.899958737E1,8.860833032E-1,9.257695940E1,2.550061694E0,3.290130115E0
4.907710654E2,6.504125288E1,2.546232898E1,1.927504136E1,3.083119657E-1,7.807573175E1,2.562553345E0,3.206283306E0
4.917710601E2,6.504125491E1,2.546232620E1,1.931840981E1,1.311048562E-1,7.807572949E1,2.534425685E0,3.000000000E0
4.927710544E2,6.504125440E1,2.546232694E1,1.922058285E1,1.050305846E-1,7.807573010E1,2.532805599E0,3.000000000E0
4.937710496E2,6.504125454E1,2.546232506E1,1.919089170E1,5.171606340E-2,7.807572843E1,2.575249429E0,3.000000000E0
4.947710440E2,6.504125454E1,2.546232455E1,1.919620097E1,0.000000000E0,7.807572797E1,2.613308394E0,3.047768857E0
4.957710385E2,6.504125503E1,2.546232625E1,1.894896795E1,6.405944172E-2,7.807572955E1,2.658415375E0,3.108876351E0
4.967710335E2,6.504125488E1,2.546234591E1,1.844985938E1,6.590551744E-1,8.475166778E1,2.630825944E0,3.000000000E0
4.977710278E2,6.504125568E1,2.546236192E1,1.834488533E1,7.056021310E-1,8.521267375E1,2.628511892E0,3.176798202E0
4.987710223E2,6.504125488E1,2.546237840E1,1.830585001E1,7.462665461E-1,9.207903792E1,2.688814991E0,3.400129755E0
4.997710170E2,6.504125498E1,2.546239054E1,1.833335464E1,6.355855815E-1,9.526502757E1,2.714964738E0,3.506680284E0
5.007710122E2,6.504125487E1,2.546240885E1,1.855363488E1,7.536611964E-1,9.399307289E1,2.679216500E0,3.463657386E0
5.017710072E2,6.504125370E1,2.546242466E1,1.859896751E1,7.801985587E-1,9.616176371E1,2.673104768E0,3.643854936E0
5.027710017E2,6.504125168E1,2.546244782E1,1.845036557E1,9.591286875E-1,9.868377671E1,2.651987389E0,3.420206982E0
5.037709968E2,6.504125045E1,2.546247267E1,1.841422466E1,1.065474634E0,9.793431421E1,2.619388015E0,3.367059810E0
5.047709916E2,6.504124996E1,2.546250004E1,1.860466672E1,1.182742243E0,9.695310830E1,2.588418611E0,3.296189932E0
5.057709860E2,6.504125033E1,2.546252652E1,1.880017545E1,1.207195659E0,9.210287519E1,2.577406398E0,3.224772605E0
5.067709800E2,6.504125026E1,2.546255106E1,1.883269694E1,1.181582885E0,9.151717657E1,2.550291375E0,3.121036642E0
5.077709744E2,6.504124927E1,2.546257670E1,1.898843277E1,1.183608271E0,9.207236599E1,2.523116314E0,3.044996676E0
5.087709690E2,6.504124901E1,2.546259090E1,1.890421033E1,9.004119680E-1,9.362206002E1,2.496960506E0,3.016806797E0
5.097709639E2,6.504124716E1,2.546261625E1,1.906216787E1,1.053797685E0,9.537713204E1,2.492848968E0,3.068208963E0
5.107709593E2,6.504124527E1,2.546264065E1,1.897302156E1,1.117240067E0,9.546911980E1,2.468206521E0,3.005830275E0
5.117715489E2,6.504124247E1,2.546266442E1,1.892581898E1,1.102997667E0,9.817270530E1,2.452702090E0,3.000000000E0
5.127715526E2,6.504124086E1,2.546267984E1,1.877933580E1,9.016503867E-1,1.000608807E2,2.454870164E0,3.000000000E0
5.137715471E2,6.504123942E1,2.546270516E1,1.930392594E1,1.062145116E0,9.896480527E1,2.432126655E0,3.000000000E0
5.147715472E2,6.504123885E1,2.546272172E1,1.919851598E1,9.296627377E-1,9.769447144E1,2.422946296E0,3.000000000E0
5.157715465E2,6.504123980E1,2.546274393E1,1.947071893E1,9.650976010E-1,9.232657542E1,2.408790996E0,3.000000000E0
5.167715394E2,6.504124018E1,2.546276701E1,1.917137156E1,1.021700250E0,8.977716066E1,2.412223661E0,3.000000000E0
5.177715405E2,6.504124051E1,2.546279339E1,1.930365664E1,1.119325232E0,8.814414152E1,2.444112572E0,3.000000000E0
5.187715409E2,6.504124121E1,2.546281796E1,1.912975424E1,1.129795802E0,8.664008949E1,2.434049849E0,3.021933439E0
5.197715342E2,6.504124347E1,2.546284469E1,1.912903080E1,1.169850284E0,8.286792227E1,2.433041842E0,3.000000000E0
5.207715346E2,6.504124514E1,2.546286944E1,1.924049877E1,1.131439288E0,8.125370150E1,2.451633789E0,3.052514982E0
5.217715353E2,6.504124576E1,2.546289279E1,1.907935217E1,1.097036217E0,8.328329070E1,2.452740767E0,3.000000000E0
5.227715281E2,6.504124650E1,2.546291927E1,1.915562011E1,1.144532623E0,8.363362233E1,2.430103724E0,3.126448762E0
5.237715291E2,6.504124646E1,2.546294609E1,1.923643851E1,1.216114292E0,8.561932941E1,2.427578697E0,3.000000000E0
5.247715291E2,6.504124575E1,2.546297295E1,1.923276899E1,1.208299156E0,8.915973316E1,2.423993865E0,3.215295307E0
5.257715219E2,6.504124617E1,2.546299349E1,1.903627010E1,1.068074067E0,8.716217780E1,2.419566372E0,3.000000000E0
5.267715139E2,6.504124291E1,2.546301849E1,1.917442505E1,1.051918937E0,9.489414558E1,2.444763699E0,3.207593545E0
5.277715070E2,6.504124250E1,2.546303674E1,1.913673592E1,8.774086792E-1,9.382258418E1,2.465762802E0,3.000000000E0
5.287715008E2,6.504124361E1,2.546306782E1,1.930225969E1,1.085642751E0,8.910434102E1,2.472705341E0,3.258890653E0
5.297714936E2,6.504124539E1,2.546308707E1,1.912265398E1,9.403226998E-1,8.392015590E1,2.478568864E0,3.342097314E0
5.307714872E2,6.504124666E1,2.546309158E1,1.889371818E1,4.751875632E-1,7.695210503E1,2.466490595E0,3.000000000E0
5.317714803E2,6.504124306E1,2.546312931E1,1.885734273E1,1.035475235E0,9.515583003E1,2.484566687E0,3.000000000E0
5.327714738E2,6.504124157E1,2.546315769E1,1.878086882E1,1.156070826E0,9.559516323E1,2.548710615E0,3.072810669E0
5.337714677E2,6.504124000E1,2.546318466E1,1.864959071E1,1.162804647E0,9.435095963E1,2.577176725E0,3.192606115E0
5.347714611E2,6.504124006E1,2.546320925E1,1.883140650E1,1.109988075E0,9.113989823E1,2.548317885E0,3.278590589E0
5.357714549E2,6.504123990E1,2.546323090E1,1.872750041E1,9.894663215E-1,9.159551996E1,2.532969219E0,3.076600937E0
5.367714484E2,6.504124006E1,2.546325807E1,1.855970549E1,1.038097724E0,9.126950011E1,2.590496454E0,3.253112259E0
5.377714421E2,6.504123967E1,2.546328780E1,1.847547423E1,1.148928382E0,9.187798291E1,2.593257801E0,3.492386734E0
5.387714354E2,6.504124002E1,2.546331662E1,1.873607426E1,1.213955163E0,9.101575204E1,2.595732061E0,3.222325616E0
5.397714298E2,6.504123948E1,2.546333566E1,1.851689913E1,1.045939030E0,9.261567606E1,2.565945467E0,3.170936539E0
5.407714230E2,6.504123962E1,2.546336005E1,1.845931058E1,1.068753259E0,9.198834260E1,2.537648187E0,3.355630672E0
5.417714167E2,6.504123964E1,2.546338528E1,1.820218089E1,1.137107506E0,9.097793493E1,2.510765771E0,3.414047654E0
5.427714107E2,6.504123881E1,2.546341451E1,1.825820945E1,1.242970451E0,9.210702955E1,2.505664872E0,3.403752325E0
5.437714046E2,6.504123890E1,2.546344256E1,1.818453908E1,1.257188992E0,9.058869267E1,2.480381627E0,3.270806828E0
5.447713985E2,6.504123976E1,2.546346790E1,1.824482954E1,1.162129812E0,8.803309123E1,2.456362548E0,3.115639144E0
5.457713935E2,6.504124234E1,2.546348822E1,1.840780481E1,1.006096325E0,8.012102361E1,2.433544413E0,3.271977604E0
5.467713863E2,6.504124622E1,2.546350157E1,1.834890052E1,8.195000239E-1,7.010772965E1,2.417827141E0,3.329087603E0
5.477713814E2,6.504124945E1,2.546351205E1,1.843334729E1,6.860039345E-1,6.264767430E1,2.401533210E0,3.096424484E0
5.487713751E2,6.504125159E1,2.546352268E1,1.835131860E1,5.793926799E-1,6.495077136E1,2.381456554E0,3.099715258E0
5.497713687E2,6.504125496E1,2.546353158E1,1.848441637E1,5.346202738E-1,5.943398962E1,2.362383727E0,3.055999087E0
5.507713633E2,6.504125942E1,2.546353960E1,1.824571526E1,5.931933030E-1,5.289281656E1,2.354136499E0,3.057570559E0
5.517713577E2,6.504126615E1,2.546355341E1,1.836538283E1,7.817023909E-1,4.794167441E1,2.336429660E0,3.036104517E0
5.527713518E2,6.504127444E1,2.546356253E1,1.828997041E1,8.722594053E-1,3.799174021E1,2.319608163E0,3.037485294E0
5.537713460E2,6.504128409E1,2.546357134E1,1.856007301E1,9.791858227E-1,2.990897848E1,2.307352230E0,3.000000000E0
5.547713395E2,6.504129319E1,2.546358158E1,1.864619992E1,1.033409855E0,2.807822224E1,2.345251973E0,3.130883126E0
5.557713348E2,6.504130279E1,2.546359328E1,1.882020674E1,1.116192319E0,2.824747155E1,2.335007924E0,3.129931171E0
5.567713287E2,6.504130725E1,2.546360428E1,1.797429050E1,9.058122370E-1,3.355406059E1,2.318257557E0,3.129107398E0
5.577713231E2,6.504131631E1,2.546361424E1,1.812813622E1,9.310012677E-1,2.994371676E1,2.302344663E0,3.371365976E0
5.587713169E2,6.504132772E1,2.546362787E1,1.829658830E1,1.220695501E0,2.877236084E1,2.295113437E0,3.053629775E0
5.597713116E2,6.504133919E1,2.546363889E1,1.860863233E1,1.291231986E0,2.629634073E1,2.291830540E0,3.263736133E0
5.607713053E2,6.504134713E1,2.546365239E1,1.865635462E1,1.136810223E0,3.076307719E1,2.277239035E0,3.000000000E0
5.617712998E2,6.504135330E1,2.546366874E1,1.847881059E1,1.029140301E0,3.847213856E1,2.263377078E0,3.000000000E0
5.627712941E2,6.504135766E1,2.546368883E1,1.846307005E1,1.005601854E0,4.979456472E1,2.256258077E0,3.000000000E0
5.637712882E2,6.504135976E1,2.546371531E1,1.828398368E1,1.061871092E0,6.439492208E1,2.319345143E0,3.001768947E0
5.647712822E2,6.504136280E1,2.546374677E1,1.843715097E1,1.224630474E0,7.135764277E1,2.332230623E0,3.000000000E0
5.657712761E2,6.504136353E1,2.546377089E1,1.820211006E1,1.155095602E0,7.698852616E1,2.352846580E0,3.010820356E0
5.667712712E2,6.504136513E1,2.546379685E1,1.826188586E1,1.186194323E0,7.927100331E1,2.353116937E0,3.000000000E0
5.677712656E2,6.504136643E1,2.546382416E1,1.811091480E1,1.219128959E0,8.188837165E1,2.351027954E0,3.159287538E0
5.687712591E2,6.504136595E1,2.546385081E1,1.802884162E1,1.198981306E0,8.645656909E1,2.339037557E0,3.000000000E0
5.697712538E2,6.504136550E1,2.546387975E1,1.793408009E1,1.220049757E0,8.961297034E1,2.367442979E0,3.011799487E0
5.707712482E2,6.504136487E1,2.546390551E1,1.781792176E1,1.187520529E0,9.126801406E1,2.349070831E0,3.082550579E0
5.717712421E2,6.504136444E1,2.546393146E1,1.775401476E1,1.182773758E0,9.118185550E1,2.331617289E0,3.000000000E0
5.727712371E2,6.504136531E1,2.546395977E1,1.767713129E1,1.195549899E0,9.045818161E1,2.326596301E0,3.000000000E0
5.737712313E2,6.504136650E1,2.546398557E1,1.743551848E1,1.175405014E0,8.760656193E1,2.317534976E0,3.000000000E0
5.747712253E2,6.504136631E1,2.546401540E1,1.746285733E1,1.251052296E0,9.054472706E1,2.301658227E0,3.023362848E0
5.757712201E2,6.504136471E1,2.546404485E1,1.736990272E1,1.314530102E0,9.400728063E1,2.287018766E0,3.000000000E0
5.767712147E2,6.504136791E1,2.546406586E1,1.731427114E1,1.096844285E0,8.572166577E1,2.314489351E0,3.066691575E0
5.777712084E2,6.504136714E1,2.546409920E1,1.743565698E1,1.296902210E0,9.001439428E1,2.322847771E0,3.000000000E0
5.787712032E2,6.504136754E1,2.546412890E1,1.746689251E1,1.321158503E0,9.054620676E1,2.306705374E0,3.000000000E0
5.797711972E2,6.504136681E1,2.546415532E1,1.741816679E1,1.260267598E0,9.354011160E1,2.306603219E0,3.000000000E0
5.807711921E2,6.504136739E1,2.546418863E1,1.729185998E1,1.369926555E0,9.131355450E1,2.325857723E0,3.103676314E0
5.817711862E2,6.504136700E1,2.546421766E1,1.752720962E1,1.337047777E0,9.177549751E1,2.341125128E0,3.027117204E0
5.827711802E2,6.504136748E1,2.546425055E1,1.714818981E1,1.556712419E0,8.996389201E1,2.356093671E0,3.254664915E0
5.837711746E2,6.504136779E1,2.546428359E1,1.721077036E1,1.581707203E0,8.985542755E1,2.350795954E0,3.250279616E0
5.847711697E2,6.504136971E1,2.546431671E1,1.742379021E1,1.629071417E0,8.717156111E1,2.333256146E0,3.405188632E0
5.857711641E2,6.504136695E1,2.546434952E1,1.672127942E1,1.617265036E0,9.304392111E1,2.328405285E0,3.435006965E0
5.867711585E2,6.504136447E1,2.546438107E1,1.657520313E1,1.614724250E0,9.724513828E1,2.322266652E0,3.360576248E0
5.877711525E2,6.504136429E1,2.546440979E1,1.635403325E1,1.557739393E0,9.690507528E1,2.306153306E0,3.188934676E0
5.887711465E2,6.504137025E1,2.546443695E1,1.619305046E1,1.549542006E0,8.408817359E1,2.339094236E0,3.366247557E0
5.897711413E2,6.504137666E1,2.546446577E1,1.657390866E1,1.618832412E0,7.489665566E1,2.361390956E0,3.429327763E0
5.907711359E2,6.504138376E1,2.546449155E1,1.664228576E1,1.600078224E0,6.711810006E1,2.415069975E0,3.514804933E0
5.917711307E2,6.504138979E1,2.546451961E1,1.711597009E1,1.566134267E0,6.596228783E1,2.401923574E0,3.482562607E0
5.927711244E2,6.504139384E1,2.546454712E1,1.727305972E1,1.574801892E0,6.834439223E1,2.423828157E0,3.486556018E0
5.937711192E2,6.504139914E1,2.546457414E1,1.758960468E1,1.557394507E0,6.714628895E1,2.499771113E0,3.597507108E0
5.947711132E2,6.504140277E1,2.546460058E1,1.753754065E1,1.588008484E0,6.522656172E1,2.541844841E0,3.658468082E0
5.957711074E2,6.504140711E1,2.546462383E1,1.758096973E1,1.540108751E0,6.483740509E1,2.529984054E0,3.633112463E0
5.967711027E2,6.504140876E1,2.546464561E1,1.713471923E1,1.482533053E0,6.793363192E1,2.503484853E0,3.588346603E0
5.977710965E2,6.504141091E1,2.546466590E1,1.675321883E1,1.366390038E0,6.962287156E1,2.478310608E0,3.488212157E0
5.987710907E2,6.504141119E1,2.546469482E1,1.679531135E1,1.535287799E0,7.762692648E1,2.511613198E0,3.513345769E0
5.997710856E2,6.504140467E1,2.546471761E1,1.677018165E1,1.585479591E0,9.445163007E1,2.486032583E0,3.570899616E0
6.007710801E2,6.504139652E1,2.546473396E1,1.745270982E1,1.568969102E0,1.099740108E2,2.492016895E0,3.606417259E0
6.017710742E2,6.504138912E1,2.546473477E1,1.862989254E1,1.168453343E0,1.224960069E2,2.467416090E0,3.397957693E0
6.027710685E2,6.504138966E1,2.546471794E1,2.017529434E1,1.533284018E0,NaN,2.519028715E0,3.000000000E0
6.037710634E2,6.504139239E1,2.546469405E1,1.880649957E1,5.171437928E-1,2.922169913E2,2.565425559E0,3.000000000E0
6.047710578E2,6.504139255E1,2.546470512E1,1.743927515E1,6.125639880E-1,NaN,2.617212315E0,3.000000000E0
6.057710520E2,6.504138986E1,2.546472979E1,1.756971538E1,6.574502297E-1,9.530814469E1,2.610629228E0,3.000000000E0
6.067710457E2,6.504139048E1,2.546474599E1,1.793959952E1,7.004134201E-1,9.200363270E1,2.655431511E0,3.000000000E0
6.077710404E2,6.504138899E1,2.546474801E1,1.789021623E1,4.261107640E-1,9.793605604E1,2.631906330E0,3.000000000E0
6.087710354E2,6.504138877E1,2.546475207E1,1.802113849E1,2.049305965E-1,9.822336179E1,2.684053072E0,3.000000000E0
6.097710297E2,6.504138432E1,2.546481425E1,1.811097244E1,1.476701656E0,9.971729564E1,2.661561578E0,3.000000000E0
6.107710236E2,6.504138231E1,2.546483489E1,1.800240677E1,1.231906279E0,1.004537796E2,2.691008294E0,3.000000000E0
6.117710187E2,6.504138041E1,2.546486479E1,1.826149208E1,1.250271038E0,1.006044467E2,2.762126039E0,3.145937238E0
6.127710127E2,6.504137751E1,2.546489044E1,1.846681189E1,1.207794536E0,1.028253948E2,2.724019750E0,3.112080737E0
6.137710073E2,6.504137354E1,2.546491237E1,1.856345459E1,1.068218737E0,1.082537611E2,2.797288366E0,3.131536452E0
6.147710012E2,6.504137448E1,2.546494856E1,1.814014994E1,1.257269071E0,9.834230053E1,2.894111606E0,3.368459502E0
6.157709976E2,6.504137519E1,2.546497736E1,1.776208315E1,1.218362689E0,9.309845207E1,3.012948059E0,3.501675949E0
6.167709903E2,6.504137496E1,2.546500544E1,1.782066152E1,1.156483264E0,9.141060996E1,3.042796069E0,3.308611539E0
6.177709846E2,6.504137500E1,2.546502206E1,1.793425918E1,8.898172863E-1,9.185673467E1,2.990656265E0,3.218486317E0
6.187709790E2,6.504138124E1,2.546503464E1,1.786044135E1,7.111629438E-1,7.385162757E1,3.131456047E0,3.478263951E0
6.197709740E2,6.504137772E1,2.546506368E1,1.780298754E1,8.828497567E-1,8.803938846E1,3.150114314E0,3.712153670E0
6.207709682E2,6.504137437E1,2.546508840E1,1.706749585E1,9.974933510E-1,9.743986622E1,3.211164366E0,3.653301599E0
6.217709628E2,6.504137546E1,2.546511859E1,1.715670100E1,1.173557605E0,9.230069219E1,3.165380865E0,3.365313434E0
6.227709565E2,6.504137842E1,2.546514220E1,1.749677288E1,1.113085377E0,8.407425818E1,3.261167009E0,3.783152439E0
6.237709520E2,6.504138217E1,2.546516318E1,1.738178857E1,8.013695397E-1,7.765574493E1,3.258842649E0,3.623942053E0
6.247709463E2,6.504137735E1,2.546517367E1,1.714598571E1,3.841534074E-1,1.034919801E2,3.349197301E0,4.007371924E0
6.257709408E2,6.504137921E1,2.546518115E1,1.672278290E1,1.972360791E-1,6.809842429E1,3.444946383E0,4.172918330E0
6.267709348E2,6.504139473E1,2.546522365E1,1.683193351E1,1.173922040E0,4.478185628E1,3.463807208E0,4.322340452E0
6.277709295E2,6.504139765E1,2.546522292E1,1.648430456E1,6.026323751E-1,2.635222374E1,3.432658209E0,4.429486025E0
6.287709234E2,6.504139923E1,2.546522818E1,1.654554161E1,1.811075894E-1,2.321488305E1,3.440883406E0,4.385734590E0
6.297709178E2,6.504139867E1,2.546522500E1,1.657319865E1,0.000000000E0,2.321487976E1,3.519903064E0,4.290192756E0
6.307709125E2,6.504139867E1,2.546522500E1,1.657319865E1,0.000000000E0,2.321487976E1,3.707019314E0,4.678626343E0
6.317709073E2,6.504140238E1,2.546524399E1,1.455481952E1,0.000000000E0,2.321489930E1,3.741956728E0,4.589700606E0
6.327709007E2,6.504140741E1,2.546525376E1,1.461523410E1,2.585332122E-1,2.321490887E1,3.732650655E0,4.388397976E0
6.337708962E2,6.504140795E1,2.546526477E1,1.497007025E1,1.012574768E-1,2.321492046E1,3.659877328E0,4.321078973E0
6.347708905E2,6.504140757E1,2.546526439E1,1.498820772E1,0.000000000E0,2.321492011E1,3.653980787E0,4.321290981E0
6.357708843E2,6.504141118E1,2.546526677E1,1.553440372E1,2.790150911E-1,2.321492207E1,3.635089988E0,4.210899087E0
6.367713678E2,6.504141705E1,2.546526511E1,1.560486903E1,4.012861996E-1,2.321491940E1,3.599114407E0,4.111582741E0
6.377713681E2,6.504142303E1,2.546525889E1,1.579529094E1,4.728067988E-1,2.321491188E1,3.535140328E0,4.047171525E0
6.387713618E2,6.504143050E1,2.546525874E1,1.573117933E1,5.082938544E-1,1.131283377E1,3.458383316E0,4.110443892E0
6.397713615E2,6.504143981E1,2.546526010E1,1.633021095E1,5.804234852E-1,5.960721919E0,3.428775744E0,4.192416710E0
6.407713618E2,6.504144718E1,2.546526483E1,1.614516057E1,6.031682489E-1,1.080819121E1,3.410289932E0,4.091072686E0
6.417713561E2,6.504144893E1,2.546526379E1,1.562990766E1,2.457789608E-1,6.971577905E0,3.393465984E0,4.048542485E0
6.427713550E2,6.504144673E1,2.546526311E1,1.593006934E1,3.497040716E-2,6.971577269E0,3.382570668E0,3.799183029E0
6.437713556E2,6.504144589E1,2.546526377E1,1.595544126E1,0.000000000E0,6.971578255E0,3.368081385E0,3.866259128E0
6.447713493E2,6.504144589E1,2.546526377E1,1.595544126E1,0.000000000E0,6.971578255E0,3.377099081E0,3.845180379E0
6.457713499E2,6.504144589E1,2.546526377E1,1.595544126E1,0.000000000E0,6.971578255E0,3.915676798E0,4.453696038E0
6.467713484E2,6.504144589E1,2.546526377E1,1.595544126E1,0.000000000E0,6.971578255E0,3.907127943E0,4.434335962E0
6.477713425E2,6.504144589E1,2.546526377E1,1.595544126E1,0.000000000E0,6.971578255E0,3.924342480E0,4.556037775E0
