"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.243226455E2,-4.343526672E-1,2.372331165E0,1.199452430E0
6.243326085E2,-8.237073554E-1,1.911851823E0,2.218329538E0
6.243425725E2,-8.434686054E-1,1.185796623E0,2.640138320E0
6.243525355E2,-3.624971842E-1,6.318395984E-1,2.393562405E0
6.243624995E2,-7.516741902E-3,1.473702997E-1,1.826220957E0
6.243724635E2,6.436107744E-1,3.646499097E-2,1.791497998E0
6.243824265E2,1.270468107E0,4.506028104E-1,2.112275079E0
6.243923905E2,2.040666276E0,1.223086072E0,2.367419504E0
6.244023535E2,2.655429958E0,1.744391659E0,2.252904124E0
6.244123175E2,2.999202677E0,2.095998185E0,2.216881768E0
6.244222815E2,3.018047376E0,2.388173611E0,2.394527050E0
6.244322445E2,2.428387983E0,2.732983333E0,2.261217549E0
6.244422085E2,1.464701501E0,2.559765417E0,1.401349404E0
6.244521725E2,7.962324585E-1,2.154603074E0,4.760988633E-1
6.244621355E2,9.187452212E-2,1.892100513E0,4.157224149E-3
6.244720995E2,-8.156564704E-1,1.391729711E0,-2.617283893E-1
6.244820625E2,-1.289883494E0,7.680662745E-1,-4.873573847E-1
6.244920265E2,-1.387513723E0,1.682945609E-1,-5.685059206E-1
6.245019905E2,-1.028371451E0,-5.274755698E-1,-1.949800106E-1
6.245119535E2,-6.290914071E-1,-1.116221774E0,2.698409624E-1
6.245219175E2,-4.753003529E-1,-1.753492851E0,5.801257268E-1
6.245318805E2,-3.472610213E-1,-2.235515674E0,8.493525124E-1
6.245418445E2,-2.595982486E-1,-2.743141701E0,9.377554695E-1
6.245518085E2,-1.854543116E-1,-3.277618142E0,9.843039107E-1
6.245617715E2,-2.632887919E-1,-3.484699039E0,9.614073837E-1
6.245717355E2,-3.365798394E-1,-3.631801536E0,9.630155142E-1
6.245816985E2,-4.454699052E-1,-3.780337771E0,9.906107906E-1
6.245916625E2,-4.092266699E-1,-3.769625087E0,9.843201368E-1
6.246016265E2,-3.735327805E-1,-3.654841320E0,8.487313919E-1
6.246115895E2,-2.487894512E-1,-3.453590097E0,6.861368430E-1
6.246215535E2,-1.928594448E-1,-3.262372697E0,6.367185152E-1
6.246315165E2,-1.263212735E-1,-2.995877073E0,5.849590353E-1
6.246414805E2,-8.169985525E-2,-2.604817629E0,4.153336481E-1
6.246514445E2,-6.080190651E-2,-2.194674042E0,4.834244013E-2
6.246614075E2,-6.947610475E-2,-1.778040631E0,-2.879378025E-1
6.246713715E2,-5.296612591E-2,-1.378357714E0,-5.614157331E-1
6.246813355E2,6.098645926E-4,-1.034854259E0,-9.117212534E-1
6.246912985E2,1.454276354E-1,-7.207891971E-1,-1.133191490E0
6.247012625E2,3.425388830E-1,-4.921829456E-1,-1.108414571E0
6.247112255E2,4.453526685E-1,-1.693236709E-1,-9.013939011E-1
6.247211895E2,5.204143991E-1,2.858136553E-1,-6.102902699E-1
6.247311535E2,4.059289864E-1,8.680834830E-1,-3.416096874E-1
6.247411165E2,2.731976297E-1,1.310044109E0,-5.354142614E-1
6.247510805E2,1.897974772E-1,1.618005263E0,-6.589950912E-1
6.247610435E2,1.024625140E-1,2.034377303E0,-6.449642587E-1
6.247710075E2,8.265536338E-2,2.316209005E0,-7.347179957E-1
6.247809715E2,2.543564390E-1,2.351112789E0,-9.182631183E-1
6.247909345E2,5.349050421E-1,2.170225080E0,-1.171199634E0
6.248008985E2,6.015869817E-1,2.116458762E0,-1.467265213E0
6.248108615E2,3.712017880E-1,2.468140717E0,-1.455295962E0
6.248208255E2,-2.427175563E-2,3.236125715E0,-9.896775019E-1
6.248307895E2,-4.066904036E-1,4.191564846E0,-4.246563756E-1
6.248407525E2,-7.363520732E-1,5.147565309E0,-8.291702628E-2
6.248507165E2,-9.309014364E-1,5.750289282E0,3.763900955E-1
6.248606795E2,-9.507600425E-1,5.550191715E0,8.434047246E-1
6.248706435E2,-6.107128408E-1,4.102586596E0,7.442837481E-1
6.248806075E2,-2.924533879E-1,2.409553370E0,5.287018771E-1
6.248905705E2,-1.891535160E-1,7.143145752E-1,9.992086096E-1
6.249005345E2,-1.800377068E-1,-4.994785166E-1,1.590365620E0
6.249104985E2,-4.946957865E-1,-1.029246780E0,2.062902652E0
6.249204615E2,-1.030152075E0,-1.171837565E0,2.518937234E0
6.249304255E2,-1.688057245E0,-8.834341782E-1,2.717098203E0
6.249403885E2,-2.353799438E0,-4.667370325E-1,2.652917994E0
6.249503520E2,-3.082376980E0,1.958267605E-1,2.498007710E0
6.249603160E2,-3.780251232E0,6.136173356E-1,1.867942157E0
6.249702790E2,-3.069847859E0,9.623984867E-1,1.257558478E0
6.249802430E2,-1.984248539E0,8.510406035E-1,1.002321813E0
6.249902060E2,-6.993049919E-1,5.319036663E-1,5.643710621E-1
6.250001700E2,2.379283578E-1,4.374945223E-2,1.025705414E-1
6.250101340E2,5.814753008E-1,-6.735694224E-1,-1.343115668E-1
6.250200970E2,5.375116942E-1,-1.538421734E0,4.284971192E-2
6.250300610E2,4.925222303E-1,-2.141439822E0,4.942440891E-1
6.250400250E2,3.736210369E-1,-2.369053801E0,9.422109747E-1
6.250499880E2,4.545007836E-2,-2.530224699E0,1.114050118E0
6.250599520E2,-2.483502888E-1,-2.644434269E0,1.083060021E0
6.250699150E2,-2.640488933E-1,-2.661017557E0,1.008513576E0
6.250798790E2,-2.421459544E-1,-2.647662517E0,9.329371445E-1
6.250898430E2,-1.263814998E-1,-2.536999868E0,8.080714622E-1
6.250998060E2,6.080830190E-2,-2.349135845E0,4.610671337E-1
6.251097700E2,1.772895520E-1,-2.146958424E0,1.065035248E-1
6.251197330E2,1.945322601E-1,-1.927881380E0,-1.845300861E-1
6.251296970E2,1.550023048E-1,-1.689390410E0,-6.462836829E-1
6.251396610E2,1.093527268E-1,-1.482379096E0,-1.220704354E0
6.251496240E2,5.861702129E-2,-1.282845785E0,-1.794079982E0
6.251595880E2,-3.967883997E-2,-1.211927245E0,-2.374018818E0
6.251695520E2,-1.093369393E-1,-1.189155264E0,-2.702357372E0
6.251795150E2,-2.603409912E-1,-1.247404057E0,-2.530807081E0
6.251894790E2,-3.090521713E-1,-1.215063692E0,-1.919321641E0
6.251994420E2,-3.566079417E-1,-1.213883724E0,-1.316515661E0
6.252094060E2,-4.275293320E-1,-1.131529784E0,-8.521346176E-1
6.252193700E2,-4.535370894E-1,-9.047028404E-1,-5.744887917E-1
6.252293330E2,-5.461901683E-1,-5.367293733E-1,-4.650151737E-1
6.252392970E2,-6.617845785E-1,-1.012287515E-1,-4.583620656E-1
6.252492600E2,-8.208300137E-1,3.500768942E-1,-6.954548196E-1
6.252592240E2,-7.335813700E-1,8.149416482E-1,-9.651006313E-1
6.252691880E2,-2.817962527E-1,1.154381288E0,-1.239693772E0
6.252791510E2,2.337069970E-1,1.486866249E0,-1.649214191E0
6.252891150E2,5.952512312E-1,1.528670917E0,-2.258214712E0
6.252990790E2,6.286642680E-1,1.305116075E0,-2.463388685E0
6.253090420E2,4.364999110E-1,1.495393243E0,-2.364352055E0
6.253190060E2,2.600828366E-1,2.095285994E0,-1.956413015E0
6.253289690E2,3.502160579E-2,2.705483878E0,-1.151054807E0
6.253389330E2,-5.595259130E-2,2.916554915E0,-3.557948864E-1
6.253488970E2,-8.801959902E-2,3.027051503E0,2.410106809E-1
6.253588600E2,-1.662619226E-1,2.950455317E0,7.611614437E-1
6.253688240E2,-2.246758993E-1,2.681572859E0,1.167439436E0
6.253787870E2,-2.988833517E-1,2.282989803E0,1.535552651E0
6.253887510E2,-1.655536786E-1,1.872268512E0,1.828418633E0
6.253987150E2,1.619158334E-1,1.350826684E0,2.179947391E0
6.254086780E2,4.860626650E-1,9.492451751E-1,2.486266501E0
6.254186420E2,1.009842502E0,8.946485531E-1,2.373009588E0
6.254286060E2,1.492224053E0,9.716505361E-1,2.001821176E0
6.254385690E2,1.934865148E0,1.075871308E0,1.923064005E0
6.254485330E2,2.478569811E0,1.139430542E0,2.124084847E0
6.254584960E2,2.734397775E0,1.132802138E0,2.258065900E0
6.254684600E2,2.422674230E0,1.230243648E0,2.073247254E0
6.254784240E2,1.764688076E0,1.463327698E0,1.709874522E0
6.254883870E2,1.432331461E0,1.497096537E0,1.478624014E0
6.254983510E2,1.020273789E0,1.526876991E0,1.238849873E0
6.255083140E2,5.812696615E-1,1.570805368E0,9.736327422E-1
6.255182780E2,2.407709451E-1,1.462617846E0,8.263251539E-1
6.255282420E2,-3.279112691E-1,1.192503964E0,6.820179181E-1
6.255382050E2,-7.135443507E-1,8.535958368E-1,5.527336411E-1
6.255481690E2,-7.964964603E-1,3.826721978E-1,4.865715189E-1
6.255581330E2,-5.567648578E-1,-1.184359378E-1,4.391611250E-1
6.255680960E2,-1.615424886E-1,-5.231345969E-1,3.857699065E-1
6.255780600E2,6.423502609E-2,-8.853286761E-1,2.827935684E-1
6.255880230E2,2.267094147E-1,-1.227641637E0,3.911016901E-1
6.255979870E2,2.977340814E-1,-1.544551955E0,6.793856478E-1
6.256079510E2,3.331743479E-1,-1.781617958E0,9.761447060E-1
6.256179140E2,2.705287412E-1,-1.999747753E0,1.146454071E0
6.256278780E2,2.243119101E-1,-2.164313545E0,1.162295348E0
6.256378420E2,2.064204535E-1,-2.251934656E0,1.048196290E0
6.256478050E2,2.667171606E-1,-2.198206930E0,8.985733505E-1
6.256577690E2,3.207380511E-1,-2.174768366E0,7.376951055E-1
6.256677320E2,2.945909107E-1,-2.113359738E0,6.801364303E-1
6.256776960E2,2.548716518E-1,-2.030507031E0,7.279083283E-1
6.256876600E2,1.806039731E-1,-1.928260279E0,6.562670727E-1
6.256976230E2,1.509974737E-1,-1.802236410E0,5.158228000E-1
6.257075870E2,1.482839271E-1,-1.701556127E0,5.007483856E-1
6.257175500E2,-4.082109354E-2,-1.630417732E0,2.676307149E-1
6.257275140E2,-6.136280067E-2,-1.482238178E0,3.251037285E-2
6.257374780E2,5.271316074E-2,-1.382446087E0,5.556170493E-3
6.257474410E2,1.318815371E-1,-1.363784114E0,8.527345419E-2
6.257574050E2,2.569212471E-1,-1.351271072E0,2.044562276E-1
6.257673690E2,4.673811764E-1,-1.215427973E0,3.359260476E-1
6.257773320E2,5.873312507E-1,-9.443206501E-1,5.467345440E-1
6.257872960E2,5.614945243E-1,-5.342723733E-1,5.224734230E-1
6.257972590E2,5.055207369E-1,-3.917985320E-2,2.926731701E-1
6.258072230E2,4.917415539E-1,3.938783866E-1,-2.217848897E-2
6.258171870E2,4.051431938E-1,6.775227249E-1,-3.782610583E-1
6.258271500E2,3.202407454E-1,8.965220010E-1,-6.118725264E-1
6.258371140E2,3.193420283E-1,1.190285531E0,-8.027652602E-1
6.258470770E2,3.857440326E-1,1.247582397E0,-9.619114137E-1
6.258570410E2,5.070223019E-1,1.114126132E0,-1.031256029E0
6.258670050E2,6.628986192E-1,9.995253825E-1,-1.145611195E0
6.258769680E2,6.109533441E-1,9.377799547E-1,-1.292696589E0
6.258869320E2,5.295561554E-1,1.002509801E0,-1.311180954E0
6.258968960E2,3.981135980E-1,1.340205801E0,-1.207450032E0
6.259068590E2,2.204588143E-1,2.010192050E0,-8.834277463E-1
6.259168230E2,1.472956746E-1,2.905970870E0,-4.322147790E-1
6.259267860E2,2.183566306E-1,3.871589418E0,-4.110963902E-1
6.259367500E2,6.029987919E-1,4.302036876E0,-7.093248537E-1
6.259467140E2,7.757525857E-1,4.078162192E0,-5.343925336E-1
6.259566770E2,8.360592330E-1,3.609264028E0,2.685357177E-1
6.259666410E2,9.579671744E-1,2.980633966E0,5.128491984E-1
6.259766050E2,9.312738309E-1,1.991704908E0,4.461831924E-1
6.259865680E2,6.641641760E-1,9.783093452E-1,9.002080858E-1
6.259965320E2,3.560225623E-1,2.637889481E-1,1.525963072E0
6.260064950E2,2.175913397E-3,-4.774742746E-1,1.952676498E0
6.260164590E2,-3.812839226E-1,-1.177836224E0,2.499624757E0
6.260264230E2,-7.453619747E-1,-1.568220899E0,3.047021499E0
6.260363860E2,-1.092323838E0,-1.718203150E0,3.355801848E0
6.260463500E2,-1.527979922E0,-1.578528371E0,3.298638883E0
6.260563140E2,-2.277546191E0,-1.219384784E0,2.896485809E0
6.260662770E2,-2.770461062E0,-5.618782479E-1,2.222108886E0
6.260762410E2,-2.080591941E0,3.740452158E-1,1.683856898E0
6.260862040E2,-1.301879495E0,7.141800892E-1,1.104015857E0
6.260961680E2,-4.148507412E-1,9.412906229E-1,2.862997051E-1
6.261061320E2,2.194877014E-1,1.241680802E0,-2.794182631E-1
6.261160950E2,5.006856743E-1,9.194670600E-1,-2.886469236E-1
6.261260590E2,3.639459050E-1,4.942417502E-2,-8.918524146E-2
6.261360230E2,2.160964625E-1,-3.647481430E-1,3.976634355E-1
6.261459860E2,2.603467287E-2,-4.829168630E-1,1.023868218E0
6.261559500E2,-8.519287225E-2,-6.673725432E-1,1.415151464E0
6.261659130E2,-2.968922651E-1,-8.674180698E-1,1.397112658E0
6.261758770E2,-5.114708635E-1,-1.018893115E0,1.022220765E0
6.261858410E2,-5.910948841E-1,-1.115750488E0,5.471172443E-1
6.261958040E2,-5.935576948E-1,-1.118298705E0,2.160636815E-1
6.262057680E2,-4.400083134E-1,-1.217599044E0,-9.191823006E-2
6.262157320E2,-4.029161355E-1,-1.396441982E0,-3.236600509E-1
6.262256950E2,-4.759030182E-1,-1.476063518E0,-4.529707865E-1
6.262356590E2,-5.176685101E-1,-1.303158427E0,-3.972105686E-1
6.262456220E2,-5.172901953E-1,-1.052305275E0,-1.763017380E-1
6.262555860E2,-5.604473976E-1,-8.645991272E-1,-1.080097675E-2
6.262655500E2,-6.056076368E-1,-7.050332898E-1,1.412267764E-1
6.262755130E2,-7.135591880E-1,-6.003546810E-1,3.654641345E-2
6.262854770E2,-7.434173369E-1,-5.811576873E-1,-1.091590378E-1
6.262954410E2,-8.248898086E-1,-7.020108640E-1,-2.522290027E-1
6.263054040E2,-8.906018414E-1,-8.187277204E-1,-5.762207370E-1
6.263153680E2,-9.613104661E-1,-9.453012282E-1,-7.110588455E-1
6.263253310E2,-9.926751501E-1,-1.034349645E0,-5.403039224E-1
6.263352950E2,-9.857388175E-1,-9.906510633E-1,-3.376101919E-1
6.263452590E2,-9.854772276E-1,-8.752603555E-1,-4.187527344E-2
6.263552220E2,-1.097509368E0,-7.805395550E-1,1.814040184E-1
6.263651860E2,-1.212454152E0,-6.450168836E-1,2.245975466E-1
6.263751500E2,-1.361178740E0,-4.447146642E-1,2.806441319E-1
6.263851130E2,-1.439778621E0,-2.559197652E-1,2.463559131E-1
6.263950770E2,-1.407474509E0,4.282851577E-2,1.462422256E-1
6.264050400E2,-1.346953342E0,3.775190467E-1,1.081699812E-1
6.264150040E2,-1.197463500E0,5.855594712E-1,-3.602620129E-1
6.264249680E2,-1.030442243E0,3.338368374E-1,-6.956796451E-1
6.264349310E2,-1.025050379E0,2.515355229E-1,-5.160390007E-1
6.264448950E2,-9.735842834E-1,3.172775227E-1,-8.480449288E-1
6.264548590E2,-7.294014148E-1,2.918906665E-1,-1.189823162E0
6.264648220E2,-5.508267179E-1,2.267579466E-1,-1.001034987E0
6.264747860E2,-6.327179233E-1,2.063815695E-1,-5.843507056E-1
6.264847490E2,-8.218119805E-1,2.349341083E-1,-3.884385757E-1
6.264947130E2,-8.296600402E-1,3.847859663E-1,-4.334881563E-1
6.265046770E2,-7.327536236E-1,5.122716397E-1,-7.047673877E-1
6.265146400E2,-5.463697509E-1,8.012661803E-1,-9.752677698E-1
6.265246040E2,-1.860277042E-1,1.369072335E0,-9.754383624E-1
6.265345680E2,6.470777348E-2,1.734304043E0,-1.175027368E0
6.265445310E2,3.317974748E-1,1.920368292E0,-1.380165234E0
6.265544950E2,3.776225424E-1,1.973985506E0,-8.912147757E-1
6.265644580E2,6.944803812E-2,2.348059373E0,-6.839034989E-2
6.265744220E2,-2.987759822E-1,2.964884491E0,4.953774257E-1
6.265843860E2,-3.195045079E-1,3.664851168E0,6.551677962E-1
6.265943490E2,1.922168358E-1,4.120131751E0,5.173942392E-1
6.266043130E2,4.399860209E-1,3.806836767E0,7.997482431E-1
6.266142770E2,4.834770262E-1,2.870202282E0,9.398896301E-1
6.266242400E2,7.884427247E-1,1.994222719E0,6.041470389E-1
6.266342040E2,1.005134105E0,8.991585106E-1,3.473786965E-1
6.266441670E2,1.070608668E0,-3.597978902E-1,4.437123053E-1
6.266541310E2,1.042823064E0,-1.316621642E0,8.420274130E-1
6.266640950E2,9.939143213E-1,-2.138545450E0,1.087573779E0
6.266740580E2,1.022677798E0,-2.880577582E0,1.219207467E0
6.266840220E2,1.070299935E0,-3.178594961E0,1.452156007E0
6.266939860E2,9.405543854E-1,-3.174176220E0,1.579672086E0
6.267039490E2,9.981925097E-1,-3.142631076E0,1.589073093E0
6.267139130E2,1.169968722E0,-2.898905679E0,1.626253199E0
6.267238760E2,1.305477433E0,-2.478052332E0,1.709720010E0
6.267338400E2,1.512818531E0,-1.978610653E0,1.818440945E0
6.267438040E2,1.904123850E0,-1.285617950E0,2.076828235E0
6.267537670E2,2.220059583E0,-3.360330516E-1,2.269164062E0
6.267637310E2,1.996565114E0,5.537371695E-1,2.164781907E0
6.267736950E2,1.492896775E0,1.029532124E0,1.816596879E0
6.267836580E2,1.263750971E0,1.403469751E0,1.386443828E0
6.267936220E2,9.936283194E-1,1.684327306E0,1.027960538E0
6.268035850E2,8.071363463E-1,1.793472603E0,7.253739989E-1
6.268135490E2,5.979625851E-1,1.637881118E0,5.540036564E-1
6.268235130E2,4.240921193E-1,1.203517195E0,4.074665849E-1
6.268334760E2,5.149750999E-1,4.762229705E-1,2.840798096E-1
6.268434400E2,7.695182844E-1,-1.077337790E-1,1.877796762E-1
6.268534040E2,9.602068041E-1,-4.718931073E-1,2.555923212E-1
6.268633670E2,9.869775501E-1,-7.183076388E-1,3.471597183E-1
6.268733310E2,1.010358811E0,-7.151203215E-1,4.745367066E-1
6.268832940E2,9.560506032E-1,-7.246191233E-1,6.098272435E-1
6.268932580E2,8.301407544E-1,-6.806895769E-1,6.706113160E-1
6.269032220E2,6.916044281E-1,-5.969083321E-1,6.834880543E-1
6.269131850E2,5.873343936E-1,-4.466559398E-1,7.122728006E-1
6.269231490E2,5.479262066E-1,-3.744118363E-1,7.214412347E-1
6.269331130E2,5.513740173E-1,-3.424053472E-1,7.588621724E-1
6.269430760E2,5.563637388E-1,-2.674282551E-1,8.363892353E-1
6.269530398E2,5.705696954E-1,-1.926844668E-1,8.666568355E-1
6.269630038E2,6.240313728E-1,-1.306893629E-1,7.928474323E-1
6.269729668E2,6.734730895E-1,-4.530305743E-2,6.602419368E-1
6.269829308E2,6.918210675E-1,1.406021476E-2,5.995232800E-1
6.269928938E2,6.593640505E-1,5.143854082E-2,5.698040756E-1
6.270028578E2,6.224008767E-1,1.043429786E-1,5.840163910E-1
6.270128218E2,5.024962646E-1,1.310928208E-1,5.665262727E-1
6.270227848E2,3.246473533E-1,1.263349414E-1,4.948264718E-1
6.270327488E2,2.431680112E-1,1.119782728E-1,5.036312822E-1
6.270427128E2,2.335467102E-1,1.267723131E-1,5.345162022E-1
6.270526758E2,2.495452769E-1,1.532023126E-1,4.552326357E-1
6.270626398E2,4.715064602E-1,2.013786918E-1,4.713674426E-1
6.270726028E2,5.237365678E-1,1.558674735E-1,4.284885677E-1
6.270825668E2,6.089025794E-1,2.222491586E-1,3.962599576E-1
6.270925308E2,7.171764949E-1,2.399568665E-1,3.152502199E-1
6.271024938E2,8.364592557E-1,1.196328628E-1,2.541175803E-1
6.271124578E2,9.586735180E-1,2.462964177E-2,2.813973264E-1
6.271224218E2,9.973835474E-1,-4.977325380E-2,3.517392576E-1
6.271323848E2,1.023819248E0,-1.098247433E-1,3.846871483E-1
6.271423488E2,9.973483180E-1,-1.282370406E-1,4.685596097E-1
6.271523128E2,9.722051445E-1,-4.937447369E-2,5.232391890E-1
6.271622758E2,8.752433985E-1,-1.434380472E-2,4.374769076E-1
6.271722398E2,7.143470272E-1,5.244660079E-2,2.752318760E-1
6.271822028E2,4.270899868E-1,1.506570196E-1,2.083070576E-1
6.271921668E2,1.244066758E-1,2.395387906E-1,1.884674549E-1
6.272021308E2,-1.261704884E-1,3.613345385E-1,1.289392181E-1
6.272120938E2,-3.822529525E-1,4.703997284E-1,3.059847951E-2
6.272220578E2,-5.616601467E-1,5.545937866E-1,-9.520794667E-2
6.272320218E2,-5.672050613E-1,6.062311327E-1,-1.596383429E-1
6.272419848E2,-4.043584974E-1,5.681371075E-1,-2.789121135E-1
6.272519488E2,-1.215146430E-1,4.622761917E-1,-2.947558022E-1
6.272619118E2,2.416031501E-1,2.808680803E-1,-3.144210847E-1
6.272718758E2,6.136686449E-1,2.271152115E-1,-3.624430975E-1
6.272818398E2,7.466246809E-1,1.559095734E-1,-3.675711787E-1
6.272918028E2,7.696002916E-1,7.803986371E-2,-3.280920211E-1
6.273017668E2,7.758306460E-1,1.461628497E-2,-2.498772526E-1
6.273117308E2,7.718903536E-1,-5.169640303E-2,-1.981983912E-1
6.273216938E2,7.471295880E-1,-1.054831856E-1,-1.812696055E-1
6.273316578E2,7.578627370E-1,-1.433386445E-1,-2.211967329E-1
6.273416218E2,7.357551455E-1,-1.551283854E-1,-2.853803035E-1
6.273515848E2,7.658389239E-1,-2.111990905E-1,-3.692154157E-1
6.273615488E2,8.138650297E-1,-3.359096754E-1,-4.412121820E-1
6.273715118E2,8.429435255E-1,-3.889181936E-1,-5.050870927E-1
6.273814758E2,8.081148778E-1,-4.465033275E-1,-5.196361347E-1
6.273914398E2,7.817752909E-1,-4.491795981E-1,-4.815684219E-1
6.274014028E2,7.934616092E-1,-4.231138802E-1,-4.004476603E-1
6.274113668E2,8.398203083E-1,-3.866746169E-1,-3.635285600E-1
6.274213308E2,9.049933740E-1,-2.994452691E-1,-2.920742691E-1
6.274312938E2,9.786571815E-1,-2.210300142E-1,-2.276894081E-1
6.274412578E2,1.092328954E0,-1.575438702E-1,-1.223949413E-1
6.274512208E2,1.236444328E0,4.037970185E-2,1.903137133E-2
6.274611848E2,1.351766039E0,4.951001215E-1,4.975176528E-2
6.274711488E2,1.414405214E0,1.253305652E0,1.994241138E-1
6.274811118E2,1.413968719E0,2.025687171E0,2.078533137E-1
6.274910758E2,1.468124753E0,2.649532456E0,-1.491039991E-1
6.275010398E2,1.540246650E0,3.061909679E0,-4.987793358E-1
6.275110028E2,1.452720117E0,3.078302933E0,-6.461933434E-1
6.275209668E2,1.225875486E0,2.411069553E0,-9.969654715E-1
6.275309308E2,1.013452427E0,1.472507826E0,-1.295429578E0
6.275408938E2,1.008020144E0,4.322905004E-1,-9.212168393E-1
6.275508578E2,9.564189047E-1,-5.347021437E-1,-1.347140014E-1
6.275608208E2,8.348219622E-1,-1.368372424E0,5.034455600E-1
6.275707848E2,7.598988837E-1,-2.090870762E0,1.014408008E0
6.275807488E2,6.750590736E-1,-2.578248466E0,1.422572751E0
6.275907118E2,5.313982476E-1,-2.923160514E0,1.755454884E0
6.276006758E2,2.496704804E-1,-2.993225361E0,2.024112224E0
6.276106398E2,-5.580988269E-2,-2.788288053E0,2.035421616E0
6.276206028E2,-2.315766736E-1,-2.319938943E0,1.793926932E0
6.276305668E2,-6.012187899E-1,-1.919320471E0,1.577486543E0
6.276405308E2,-9.715696983E-1,-1.350088765E0,1.337288625E0
6.276504938E2,-9.347521933E-1,-4.544953018E-1,1.041628551E0
6.276604578E2,-7.956281488E-1,4.180028290E-1,5.872449312E-1
6.276704208E2,-7.760170991E-1,1.191217577E0,9.051489830E-4
6.276803848E2,-4.537737189E-1,1.778764517E0,-4.464618123E-1
6.276903488E2,-7.886596564E-2,1.881352161E0,-7.441763055E-1
6.277003118E2,2.995303826E-1,1.828387497E0,-8.935046916E-1
6.277102758E2,4.390296357E-1,1.915474758E0,-7.408050933E-1
6.277202398E2,2.344269719E-1,1.749979843E0,-2.255329549E-1
6.277302028E2,6.769829538E-2,1.569642942E0,2.427439418E-1
6.277401668E2,4.291359276E-2,1.294082379E0,2.625648335E-1
6.277501308E2,2.895290857E-2,9.210633498E-1,2.207063708E-1
6.277600938E2,-9.614896467E-2,4.705687129E-1,1.604964218E-1
6.277700578E2,-8.677818946E-2,5.769623101E-2,5.094123513E-2
6.277800208E2,-3.231883999E-3,-2.488984287E-1,-1.830178499E-2
6.277899848E2,4.795713603E-2,-6.395128995E-1,4.972837642E-2
6.277999488E2,1.307890945E-1,-8.712824947E-1,2.025849724E-1
6.278099118E2,1.552994348E-1,-9.974858737E-1,2.987474039E-1
6.278198758E2,1.066332051E-1,-1.131882371E0,3.836114068E-1
6.278298398E2,4.871960838E-2,-1.117295322E0,4.221990833E-1
6.278398028E2,-3.526519714E-3,-9.912141502E-1,4.351627989E-1
6.278497668E2,-9.335289010E-2,-8.409576648E-1,4.382360955E-1
6.278597308E2,-2.487828548E-1,-6.868811935E-1,4.537265392E-1
6.278696938E2,-3.750140995E-1,-5.528735358E-1,5.070939302E-1
6.278796578E2,-4.652640824E-1,-3.737832606E-1,5.856126809E-1
6.278896208E2,-4.831020735E-1,-1.948011589E-1,5.906439176E-1
6.278995848E2,-4.516667113E-1,-6.050523341E-2,5.649230392E-1
6.279095488E2,-4.622344938E-1,5.407154202E-2,5.735183001E-1
6.279195118E2,-4.828794773E-1,1.900228143E-1,5.988729966E-1
6.279294758E2,-5.110121495E-1,3.325878721E-1,6.230782767E-1
6.279394398E2,-5.308491209E-1,3.973978257E-1,6.260075855E-1
6.279494033E2,-4.986190490E-1,4.425418389E-1,6.690936711E-1
6.279593672E2,-4.567868987E-1,4.821128708E-1,6.595799589E-1
6.279693312E2,-3.834009802E-1,5.720430475E-1,7.192823696E-1
6.279792943E2,-4.652635342E-1,5.296583354E-1,5.526739995E-1
6.279892582E2,-3.473997099E-1,4.103739667E-1,4.573760788E-1
6.279992212E2,-2.754824657E-1,3.876224506E-1,5.329969494E-1
6.280091853E2,-2.231475102E-1,1.392876935E-1,4.095823999E-1
6.280191493E2,-1.884230892E-1,-1.813192338E-1,1.638134010E-1
6.280291122E2,-2.668196696E-1,-4.981792653E-1,2.264114991E-1
6.280390763E2,-3.313647443E-1,-7.035919511E-1,3.443099315E-1
6.280490403E2,-4.616393568E-1,-6.969161850E-1,4.395527422E-1
6.280590032E2,-5.272493922E-1,-4.019627470E-1,7.097587171E-1
6.280689672E2,-4.445642811E-1,1.450928092E-2,7.760272586E-1
6.280789313E2,-3.126555911E-1,2.646689540E-1,5.122093669E-1
6.280888942E2,-2.192563709E-1,3.965412086E-1,7.192426085E-2
6.280988582E2,-1.995616513E-1,4.838062245E-1,-5.877036452E-2
6.281088213E2,-1.071460333E-1,4.412262154E-1,-3.082798272E-2
6.281187853E2,3.406861927E-2,2.973531353E-1,7.536476254E-2
6.281287492E2,1.347463804E-1,1.183201629E-1,5.509515560E-1
6.281387123E2,2.310261582E-1,-3.687838912E-3,8.124913725E-1
6.281486763E2,1.990256443E-1,-1.191913980E-1,8.181716502E-1
6.281586402E2,1.413699418E-1,-2.238764387E-1,7.812613937E-1
6.281686032E2,1.274404306E-1,-2.518793392E-1,5.970998284E-1
6.281785673E2,1.095653827E-1,-2.184128004E-1,4.384894261E-1
6.281885312E2,1.063747947E-1,-1.000452751E-1,3.745477840E-1
6.281984942E2,1.364624468E-1,3.142761469E-2,3.041592944E-1
6.282084583E2,1.504438155E-1,1.506494182E-1,2.977577627E-1
6.282184223E2,1.712303748E-1,2.668423641E-1,3.049743962E-1
6.282283852E2,1.993433126E-1,3.694709390E-1,2.867171963E-1
6.282383493E2,1.826039767E-1,3.909787524E-1,2.510279846E-1
6.282483123E2,2.216308887E-1,4.345586354E-1,2.269652304E-1
